ID	Source	Change	Target
Guarani0153	Nde nerembyaírikuri	PERSON:3_SI	Ha’e nombyaírikuri
Guarani0154	Nde nerembyaírikuri	TYPE:AFF	Nde rembyaíkuri
Guarani0155	Nde nerembyaírikuri	TENSE:FUT_SIM	Nde rembyaíta
Guarani0156	Nde nerembyaírikuri	TENSE:PRE_SIM	Nde nerembyaíri
Guarani0157	Nde ru no?rikuri	PERSON:3_PL	Ha'ekuéra no?rikuri
Guarani0158	Nde ru no?rikuri	TYPE:AFF	Nde ru o?kuri
Guarani0159	Nde ru no?rikuri	TENSE:FUT_SIM	Nde ru o?ta
Guarani0160	Nde ru no?rikuri	TENSE:PRE_SIM	Nde ru o?
Guarani0161	Nde ru no?rikuri	TENSE:PAS_IMP	Nde ru o?mi
Guarani0162	Nde ru no?rikuri	TENSE:PAS_PLU	Nde ru no?riva’ekue
Guarani0163	Ha'ekuéra oikyt?mi pende yvyrakuéra	TENSE:FUT_SIM	Ha’ekuéra oikyt?ta pende yvyrakuéra
Guarani0164	Ha'ekuéra oikyt?mi pende yvyrakuéra	TENSE:PRE_SIM	Ha’ekuéra oikyt? pende yvyrakuéra
Guarani0165	Ha'ekuéra oikyt?mi pende yvyrakuéra	PERSON:3_SI	Ha’e oikyt?mi pende yvyrakuéra
Guarani0166	Ha'ekuéra oikyt?mi pende yvyrakuéra	PERSON:1_PL_INC	Ñande ñaikyt?mi pende yvyrakuéra
Guarani0167	Ha'ekuéra oikyt?mi pende yvyrakuéra	PERSON:1_SI	Che aikyt?mi pende yvyrakuéra
Guarani0168	Ha'ekuéra oikyt?mi pende yvyrakuéra	TYPE:NEG	Ha’ekuéra noikyt?rimi pende yvyrakuéra
Guarani0169	Ha'ekuéra oikyt?mi pende yvyrakuéra	TENSE:PAS_REC	Ha’ekuéra oikyt?kuri pende yvyrakuéra
Guarani0170	Ha'ekuéra oikyt?mi pende yvyrakuéra	ASPECT:INM	Ha’ekuéra oikyt?hikóni pende yvyrakuéra
Guarani0171	Oñapyt? ikyha tatakua kótare	PERSON:1_SI	Che añapyt? ikyha tatakua kótare
Guarani0172	Oñapyt? ikyha tatakua kótare	PERSON:1_PL_INC	Ñande ñañapyt? ikyha tatakua kótare
Guarani0173	Oñapyt? ikyha tatakua kótare	TENSE:FUT_SIM	Ha'e oñapyt?ta ikyha tatakua kótare
Guarani0174	Oñapyt? ikyha tatakua kótare	PERSON:1_PL_EXC	Ore roñapyt? ikyha tatakua kótare
Guarani0175	Oñapyt? ikyha tatakua kótare	TYPE:NEG	Ha’e noñapyt?ri ikyha tatakua kótare
Guarani0176	Oñapyt? ikyha tatakua kótare	ASPECT:INM	Ha’e oñapyt?hikóni ikyha tatakua kótare
Guarani0177	Oñapyt? ikyha tatakua kótare	ASPECT:IPFV	Ha’e oñapyt?hína ikyha tatakua kótare
Guarani0178	Oñapyt? ikyha tatakua kótare	TENSE:PAS_IMP	Ha’e oñapyt?mi ikyha tatakua kótare
Guarani0179	Ha'e omyasãi avati	TENSE:PAS_REC	Ha’e omyasãikuri avati
Guarani0180	Ha'e omyasãi avati	TYPE:NEG	Ha’e nomyasãirikuri avati
Guarani0181	Ha'e omyasãi avati	ASPECT:INM	Ha’e omyasãihikóni avati
Guarani0182	Ha'e omyasãi avati	TENSE:FUT_SIM	Ha’e omyasãita avati
Guarani0183	Ha'e omyasãi avati	TENSE:PRE_SIM	Ha’e omyasãi avati
Guarani0184	Ha'e omyasãi avati	PERSON:2_PL	Pe? pemayasãi avati
Guarani0185	Ha'e omyasãi avati	PERSON:1_PL_INC	Ñande ñamyasãi avati
Guarani0186	Ha'e omyasãi avati	PERSON:1_SI	Che amyasãi avati
Guarani0187	Ko ñemit? opu'ã porãvéta	PERSON:3_PL	Ko ñemit? opu’ã porãvéta chupekuéra
Guarani0188	Ko ñemit? opu'ã porãvéta	TENSE:PAS_REC	Ko ñemit? opu’ãporãvétakuri 
Guarani0189	Ko ñemit? opu'ã porãvéta	ASPECT:IPFV	Ko ñemit? opu’ãporãvetahína
Guarani0190	Ko ñemit? opu'ã porãvéta	TENSE:PRE_SIM	Ko ñemit? opu’ã porãve
Guarani0191	Ko ñemit? opu'ã porãvéta	TENSE:PAS_PLU	Ko ñemit? opu’ãporãveva'ekue
Guarani0192	Ko ñemit? opu'ã porãvéta	TYPE:NEG	Ko ñemit? nopu’ãporãi
Guarani0193	Ha'e ombyasýta	TYPE:NEG	Ha’e norombyasymo'ãi
Guarani0194	Ha'e ombyasýta	ASPECT:IPFV	Ha’e orombyasyhína
Guarani0195	Ha'e ombyasýta	PERSON:1_SI	Che ambyasýta
Guarani0196	Ha'e ombyasýta	PERSON:2_SI	Ha’e ombyasy
Guarani0197	Ha'e ombyasýta	TENSE:PAS_REC	Ha’e ombyasýkuri
Guarani0198	Ha'e ombyasýta	TENSE:PRE_SIM	Che ambyasy 
Guarani0199	Ha'e ombyasýta	PERSON:2_PL	Pe? pembyasy
Guarani0200	Ipahaitépe Peru’i os? he’i	TYPE:NEG	Ipahaitépe Peru’i nos?i he’i
Guarani0201	Ipahaitépe Peru’i os? he’i	ASPECT:IPFV	Ipahaitépe Peru’i os?hína he’i
Guarani0202	Ipahaitépe Peru’i os? he’i	TENSE:FUT_SIM	Ipahaitépe Peru’i os?ta he’i
Guarani0203	Ipahaitépe Peru’i os? he’i	TENSE:PAS_PLU	Ipahaitépe Peru’i os?va’ekue he’i
Guarani0204	Ipahaitépe Peru’i os? he’i	TENSE:PAS_IMP	Ipahaitépe Peru’i os?kuri he’i
Guarani0205	Araka’eve jeko ndojehúi chupe ha itajyramíme mba’eve ivaíva.	PERSON:1_SI	Araka’eve jeko ndojehúi chéve ha che rajyramíme mba’eve ivaíva
Guarani0207	Araka’eve jeko ndojehúi chupe ha itajyramíme mba’eve ivaíva.	PERSON:2_PL	Araka’eve jeko ndojehúi pe?me ha pende rajyramíme mba’eve ivaíva
Guarani0210	Ñande vakapipopo okañýkuri	TYPE:NEG	Ñande vakapipopo nokañýi
Guarani0211	Ñande vakapipopo okañýkuri	TENSE:FUT_SIM	Ñande vakapipopo okañýta
Guarani0212	Ñande vakapipopo okañýkuri	PERSON:3_SI	Ivakapipopo okañy
Guarani0213	Ñande vakapipopo okañýkuri	TENSE:PAS_IMP	Ñande vakapipopo okañýkuri
Guarani0214	Ñande vakapipopo okañýkuri	TENSE:PRE_SIM	Ñande vakapipopo okañy 
Guarani0215	Ñande vakapipopo okañýkuri	ASPECT:IPFV	Ñande vakapipopo okañyhína
Guarani0216	Ñande vakapipopo okañýkuri	TENSE:PAS_PLU	Ñande vakapipopo okañyva'ekue
Guarani0217	Pirapire opa	PERSON:3_PL	Pirapire opa chugui
Guarani0218	Pirapire opa	TYPE:AFF	Pirapire opa
Guarani0219	Pirapire opa	TENSE:PRE_SIM	Pirapire opa
Guarani0220	Pirapire opa	TENSE:FUT_SIM	Pirapire opáta
Guarani0221	Pirapire opa	TENSE:PAS_PLU	Pirapire opava'ekue
Guarani0222	Pirapire opa	ASPECT:INM	Ako pirapire opahikóni
Guarani0223	Pirapire opa	ASPECT:IPFV	Ako pirapire opahína
Guarani0224	Péichantema opyta hikuái	PERSON:2_PL	Péichantema pe? pepyta
Guarani0225	Péichantema opyta hikuái	PERSON:1_SI	Péichantema apyta
Guarani0226	Péichantema opyta hikuái	TENSE:FUT_SIM	Péichantema opytáta hikuái
Guarani0227	Péichantema opyta hikuái	TYPE:NEG	Péichantema ndopytái hikuái
Guarani0228	Péichantema opyta hikuái	TENSE:PAS_REC	Péichantema opytákuri hikuái
Guarani0229	Kuña ikyre’?etéva voi opu’ã	PERSON:3_PL	Ha'ekuéra voi opu’ã 
Guarani0230	Kuña ikyre’?etéva voi opu’ã	TENSE:FUT_SIM	Kuña ikyre’?etéva voi opu'ãta
Guarani0231	Kuña ikyre’?etéva voi opu’ã	TENSE:PAS_REC	Kuña ikyre’?etéva voi opu’ãkuri 
Guarani0232	Kuña ikyre’?etéva voi opu’ã	ASPECT:INM	Kuña ikyre’?etéva voi opu’ãhikóni 
Guarani0233	Kuña ikyre’?etéva voi opu’ã	TYPE:NEG	Kuña ikyre’?etéva nopu’ãvoíri 
Guarani0234	Okyvérõnteke okyvehína	TYPE:NEG	Okyvérõnteke ndokyveihína
Guarani0235	Okyvérõnteke okyvehína	TENSE:FUT_SIM	Okyvérõnteke okyvéta
Guarani0236	Okyvérõnteke okyvehína	PERSON:3_PL	Okyvérõnteke okyvehína chupekuéra
Guarani0237	Okyvérõnteke okyvehína	TENSE:PAS_REC	Okyvérõnteke okyvékuri
Guarani0238	Okyvérõnteke okyvehína	ASPECT:INM	Okyvérõnteke okyvehikóni
Guarani0239	Okyvérõnteke okyvehína	TENSE:PAS_PLU	Okyvérõnteke okyveva’ekue
Guarani0240	Che aikotev? pirapire	TYPE:NEG	Che naikotev?i pirapire
Guarani0241	Che aikotev? pirapire	ASPECT:IPFV	Che aikotev?hína pirapire
Guarani0242	Che aikotev? pirapire	PERSON:1_PL_INC	Ñande ñaikotev? pirapire
Guarani0243	Che aikotev? pirapire	PERSON:2_SI	Nde reikotev? pirapire
Guarani0244	Che aikotev? pirapire	PERSON:3_SI	Ha’e oikotev? pirapire
Guarani0245	Che aikotev? pirapire	TENSE:FUT_SIM	Che aikotev?ta pirapire
Guarani0246	Che aikotev? pirapire	TENSE:PAS_REC	Che aikotev?kuri pirapire
Guarani0247	Upépe omba’apo hikuái ikokuépe	PERSON:2_PL	Upépe pemba’apo pende kokuépe
Guarani0248	Upépe omba’apo hikuái ikokuépe	PERSON:1_PL_EXC	Upépe romba’apo ore kokuépe
Guarani0249	Upépe omba’apo hikuái ikokuépe	TENSE:FUT_SIM	Upépe omba’apóta hikuái ikokuépe
Guarani0250	Upépe omba’apo hikuái ikokuépe	TYPE:NEG	Upépe nomba’apói hikuái ikokuépe
Guarani0251	Upépe omba’apo hikuái ikokuépe	ASPECT:INM	Upépe omba’apohikóni hikuái ikokuépe
Guarani0252	Upépe omba’apo hikuái ikokuépe	TENSE:PAS_IMP	Upépe omba’apómi hikuái ikokuépe
Guarani0253	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	TENSE:PAS_REC	Upéingo pyharepyte riremi añandúkuri ore koty rok? ombotáva
Guarani0254	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	ASPECT:INM	Upéingo pyharepyte riremi añandúsapy’ahikóni ore koty rok? ombotáva
Guarani0255	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	TENSE:PAS_IMP	Upéingo pyharepyte riremi añandumi ore koty rok? ombotáva
Guarani0256	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	PERSON:2_SI	Upéingo pyharepyte riremi reñandúsapy’a ore koty rok? ombotáva
Guarani0257	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	PERSON:3_SI	Upéingo pyharepyte riremi oñandúsapy’a ore koty rok? ombotáva
Guarani0258	Ha’e oguatáta	PERSON:2_SI	Nde reguata
Guarani0259	Ha’e oguatáta	PERSON:1_SI	Che aguata
Guarani0260	Ha’e oguatáta	TENSE:PRE_SIM	Ha’e oguata
Guarani0261	Ha’e oguatáta	TYPE:NEG	Ha’e ndoguatái
Guarani0262	Ha’e oguatáta	ASPECT:IPFV	Ha’e oguatahína
Guarani0263	Ha’e oguatáta	ASPECT:INM	Ha’e oguataikóni
Guarani0264	Ha’e oguatáta	PERSON:1_PL_INC	Ñande jaguata
Guarani0265	Ha’e oguatáta	PERSON:1_PL_EXC	Ore roguata
Guarani0266	Maymave apysápe oike ne marandu	PERSON:1_PL_INC	Ñande apysápe oike ne marandu
Guarani0267	Maymave apysápe oike ne marandu	TENSE:FUT_SIM	Maymave apysápe oikéta ne marandu
Guarani0268	Maymave apysápe oike ne marandu	TYPE:NEG	Maymave apysápe ndoikéi ne marandu
Guarani0269	Maymave apysápe oike ne marandu	PERSON:1_PL_EXC	Ore apysápe oike ne marandu
Guarani0270	Maymave apysápe oike ne marandu	ASPECT:IPFV	Maymave apysápe oikehína ne marandu
Guarani0271	Maymave apysápe oike ne marandu	PERSON:2_PL	Pe? apysápe oike ne marandu
Guarani0272	Maymave apysápe oike ne marandu	TENSE:PAS_PLU	Maymave apysápe oikeva’ekue ne marandu
Guarani0273	Ore ndorojúi	PERSON:1_PL_INC	Ñande ndajajúi
Guarani0274	Ore ndorojúi	TENSE:PAS_PLU	Ore ndorojuiva'ekue
Guarani0275	Ore ndorojúi	TYPE:AFF	Ore roju 
Guarani0276	Ore ndorojúi	ASPECT:IPFV	Ore ndorojuihína
Guarani0277	Ore ndorojúi	TENSE:FUT_SIM	Ore ndorojumo'ãi
Guarani0278	Ore ndorojúi	PERSON:2_PL	Pe? ndapejúi
Guarani0279	Ore ndorojúi	PERSON:3_SI	Ha’e ndoumo'ãi
Guarani0280	Ore ndorojúi	PERSON:1_SI	Che ndajúi
Guarani0281	Che ambyasy	PERSON:2_PL	Pe? pembyasy
Guarani0282	Che ambyasy	PERSON:1_PL_INC	Ñande ñambyasy
Guarani0283	Che ambyasy	TENSE:PAS_PLU	Che ambyasy ¿va’ekue
Guarani0284	Che ambyasy	ASPECT:INM	Che ambyasyhikóni
Guarani0285	Che ambyasy	TYPE:NEG	Che nambyasýi
Guarani0286	Che ambyasy	PERSON:3_PL	Ha’ekuéra ombyasy
Guarani0287	Che ambyasy	TENSE:PAS_REC	Che ambyasýkuri
Guarani0288	Upéi ñarambosáta ñande gusto-pe	PERSON:1_PL_EXC	Upéi rorambosáta ore gusto-pe
Guarani0289	Upéi ñarambosáta ñande gusto-pe	TYPE:NEG	Upéi nañarambosamo'ãi ñande gusto-pe
Guarani0290	Upéi ñarambosáta ñande gusto-pe	TENSE:PAS_PLU	Upéi ñarambosáva’ekue ñande gusto-pe
Guarani0291	Upéi ñarambosáta ñande gusto-pe	PERSON:2_PL	Upéi perambosáta pende gusto-pe
Guarani0292	Upéi ñarambosáta ñande gusto-pe	PERSON:3_PL	Upéi orambosáta ha'ekuéra igusto-pe
Guarani0293	Upéi ñarambosáta ñande gusto-pe	TENSE:PRE_SIM	Upéi ñarambosa ñande gusto-pe
Guarani0294	Ã kuña  katupyry oñembisojovái	PERSON:3_SI	Ha'ekuéra oñembisojovái
Guarani0295	Ã kuña  katupyry oñembisojovái	TENSE:PAS_REC	Ã kuña katupyry oñembisojováikuri
Guarani0296	Ã kuña  katupyry oñembisojovái	TYPE:NEG	Ã kuña katupyry noñembisojováiri
Guarani0297	Ã kuña  katupyry oñembisojovái	ASPECT:INM	Ã kuña katupyry oñembisojovaihikóni
Guarani0298	Ã kuña  katupyry oñembisojovái	TENSE:PRE_SIM	Ã kuña katupyry oñembisojováiva’ekue
Guarani0299	Ore romono'õta mandyju	TYPE:NEG	Ore noromono’õmo'ãi mandyju
Guarani0300	Ore romono'õta mandyju	PERSON:1_PL_INC	Ñande ñamono’õta mandyju
Guarani0301	Ore romono'õta mandyju	PERSON:1_SI	Che amono’õta mandyju
Guarani0302	Ore romono'õta mandyju	TENSE:PAS_PLU	Ore romono’õva'ekue mandyju
Guarani0303	Ore romono'õta mandyju	ASPECT:IPFV	Ore romono’õtaroína mandyju
Guarani0304	Ore romono'õta mandyju	PERSON:2_SI	Nde remono’õ mandyju
Guarani0305	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TENSE:PAS_IMP	Pete? tapepo’i puku opahápe ojogapómi karai Policarpo
Guarani0306	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TENSE:PRE_SIM	Pete? tapepo’i puku opahápe ojogapo karai Policarpo
Guarani0307	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TYPE:NEG	Pete? tapepo’i puku opahápe ndojogapói karai Policarpo
Guarani0308	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	ASPECT:INM	Pete? tapepo’i puku opahápe ojogapohikóni karai Policarpo
Guarani0309	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TENSE:FUT_SIM	Pete? tapepo’i puku opahápe ojogapóta karai Policarpo
Guarani0310	Ñande ndajajapói	PERSON:1_PL_EXC	Ore ndorojapói
Guarani0311	Ñande ndajajapói	PERSON:1_SI	Che ndajapói
Guarani0312	Ñande ndajajapói	PERSON:2_PL	Pe? ndapejapói
Guarani0313	Ñande ndajajapói	TYPE:AFF	Ñande jajapo
Guarani0314	Ñande ndajajapói	TENSE:FUT_SIM	Ñande ndajajapomo'ãi
Guarani0315	Ñande ndajajapói	ASPECT:IPFV	Ñande ndajajapoihína
Guarani0316	Ñande ndajajapói	TENSE:PAS_REC	Ñande ndajajapóikuri
Guarani0317	Nde nderejoguái	ASPECT:IPFV	Nde nderejoguaihína
Guarani0318	Nde nderejoguái	TYPE:AFF	Nde rejogua
Guarani0319	Nde nderejoguái	TENSE:FUT_SIM	Nde nderejoguamo'ãi
Guarani0320	Nde nderejoguái	TENSE:PAS_REC	Nde nderejoguáikuri
Guarani0321	Nde nderejoguái	PERSON:2_PL	Pe? ndapejoguái
Guarani0322	Nde nderejoguái	PERSON:1_PL_INC	Ñande ndajajoguái
Guarani0323	Nde nderejoguái	PERSON:1_SI	Che ndajoguái
Guarani0324	Ore ndorohecháimi	PERSON:1_PL_INC	Ñande ndajahechái
Guarani0325	Ore ndorohecháimi	TYPE:AFF	Ore rohechámi
Guarani0326	Ore ndorohecháimi	ASPECT:INM	Ore ndorohechaihikóni
Guarani0327	Ore ndorohecháimi	TENSE:FUT_SIM	Ore ndorohechamo'ãi
Guarani0328	Ore ndorohecháimi	TENSE:PRE_SIM	Ore ndorohechái
Guarani0329	Nde ndereñemúi	ASPECT:IPFV	Nde nereñemumihína
Guarani0330	Nde ndereñemúi	TYPE:AFF	Nde reñemu
Guarani0331	Nde ndereñemúi	TENSE:FUT_SIM	Nde nereñemumo'ãi
Guarani0332	Nde ndereñemúi	TENSE:PAS_REC	Nde nereñemúikuri
Guarani0333	Nde ndereñemúi	PERSON:2_PL	Pe? napeñemúikuri
Guarani0334	Nde ndereñemúi	PERSON:1_PL_INC	Ñande nañañemúikuri
Guarani0335	Nde ndereñemúi	PERSON:1_SI	Che nañemúi
Guarani0336	Ha'e oipe'áta	TYPE:NEG	Ha’e ndoipe’amo’ãi
Guarani0337	Ha'e oipe'áta	ASPECT:IPFV	Ha’e oipe’ahína
Guarani0338	Ha'e oipe'áta	TENSE:PRE_SIM	Ha’e oipe’a
Guarani0339	Ha'e oipe'áta	TENSE:PAS_PLU	Ha’e oipe’ava’ekue
Guarani0340	Ha'e oipe'áta	PERSON:2_SI	Nde reipe’a
Guarani0341	Ha'e oipe'áta	PERSON:1_SI	Che aipe’a
Guarani0342	Ha'e oipe'áta	PERSON:1_PL_EXC	Ñande jaipe’a
Guarani0343	Ha'e oipe'áta	PERSON:1_PL_INC	Ore roipe’a
Guarani0344	Vy’a guasuete ojaitypo maymáva ñe’ãme	PERSON:3_PL	Vy’a guasuete ojaitypo maymáva ñe’ãme
Guarani0345	Vy’a guasuete ojaitypo maymáva ñe’ãme	TYPE:NEG	Vy’a guasuete ndojaitypói maymáva ñe’ãme 
Guarani0346	Vy’a guasuete ojaitypo maymáva ñe’ãme	TENSE:FUT_SIM	Vy’a guasuete ojaitypóta maymáva ñe’ãme
Guarani0347	Vy’a guasuete ojaitypo maymáva ñe’ãme	TENSE:PAS_PLU	Vy’a guasuete ojaitypova’ekue maymáva ñe’ãme
Guarani0348	Vy’a guasuete ojaitypo maymáva ñe’ãme	TENSE:PAS_IMP	Vy’a guasuete ojaitypómi maymáva ñe’ãme
Guarani0349	Yvyrapã ojapo guajayvígui	PERSON:2_SI	Yvyrapã ojapo guajayvígui
Guarani0350	Yvyrapã ojapo guajayvígui	PERSON:1_PL_INC	Yvyrapã ojapo guajayvígui
Guarani0351	Yvyrapã ojapo guajayvígui	ASPECT:IPFV	Yvyrapã ojapo guajayvígui
Guarani0352	Yvyrapã ojapo guajayvígui	TYPE:NEG	Yvyrapã ojapo guajayvígui
Guarani0353	Yvyrapã ojapo guajayvígui	TENSE:PAS_PLU	Yvyrapã ojapo guajayvígui
Guarani0354	Nde nerekirir?rikuri henondépe	PERSON:2_PL	Pe? napekirir?rikuri henondépe
Guarani0355	Nde nerekirir?rikuri henondépe	TYPE:AFF	Nde rekirir? henondépe
Guarani0356	Nde nerekirir?rikuri henondépe	ASPECT:IPFV	Nde nerekirir?rihína henondépe
Guarani0357	Nde nerekirir?rikuri henondépe	PERSON:3_PL	Ha’ekuéra nokirir?rikuri henondépe
Guarani0358	Nde nerekirir?rikuri henondépe	PERSON:1_SI	Che nakirir?rikuri henondépe
Guarani0359	Nde nerekirir?rikuri henondépe	TENSE:FUT_SIM	Ore nokirir?mo'ãi henondépe
Guarani0360	Nde nerekirir?rikuri henondépe	PERSON:1_PL_EXC	Ñande ñakirir?ñaína henondépe
Guarani0361	Kuarahy ojope	TENSE:PAS_IMP	Kuarahy ojopémi
Guarani0362	Kuarahy ojope	TENSE:FUT_SIM	Kuarahy ojopéta
Guarani0363	Kuarahy ojope	TYPE:NEG	Kuarahy ndojopéi
Guarani0364	Kuarahy ojope	ASPECT:IPFV	Kuarahy ojopehína
Guarani0365	Kuarahy ojope	TENSE:PAS_PLU	Kuarahy ojopeva'ekue
Guarani0366	Pene rymbakuéra okarujoa	TYPE:NEG	Pene rymbakuéra ndokarujoái
Guarani0367	Pene rymbakuéra okarujoa	ASPECT:IPFV	Pene rymbakuéra okaruhína
Guarani0368	Pene rymbakuéra okarujoa	PERSON:3_SI	Hymbakuéra okarujoa
Guarani0369	Pene rymbakuéra okarujoa	TENSE:PAS_REC	Pene rymbakuéra okarujoákuri
Guarani0370	Pene rymbakuéra okarujoa	TENSE:PRE_SIM	Pene rymbakuéra okarujoa
Guarani0371	Pene rymbakuéra okarujoa	TENSE:PAS_PLU	Pene rymbakuéra okarujoava'ekue
Guarani0372	Ha'e nombyasymo'ãi	PERSON:1_SI	Che nambyasymo'ãi
Guarani0373	Ha'e nombyasymo'ãi	PERSON:1_PL_INC	Ñande nañambyasymo'ãi
Guarani0374	Ha'e nombyasymo'ãi	PERSON:1_PL_EXC	Ore norombyasymo'ãi
Guarani0375	Ha'e nombyasymo'ãi	TENSE:PAS_REC	Che nambyasymo'ãikuri
Guarani0376	Ha'e nombyasymo'ãi	TENSE:PAS_PLU	Che nambyasymo'ãiva'ekue
Guarani0377	Ha'e nombyasymo'ãi	TYPE:AFF	Ha'e ombyasýta
Guarani0378	Ha'e nombyasymo'ãi	TENSE:PRE_SIM	Ha'e ombyasy
Guarani0379	Ñande ñañemit?kuri	TENSE:PRE_SIM	Ñande ñañemit?
Guarani0380	Ñande ñañemit?kuri	TYPE:NEG	Ñande nañañemit?ri
Guarani0381	Ñande ñañemit?kuri	ASPECT:IPFV	Ñande ñañemit?ñaína
Guarani0382	Ñande ñañemit?kuri	ASPECT:INM	Ñande ñañemit? jaikóni
Guarani0383	Ñande ñañemit?kuri	PERSON:1_PL_EXC	Ore roñemit?
Guarani0384	Ñande ñañemit?kuri	PERSON:1_SI	Che añemit?
Guarani0385	Ha’e oma’?kuri	PERSON:1_SI	Che ama'?kuri
Guarani0386	Ha’e oma’?kuri	PERSON:2_SI	Nde rema'?kuri
Guarani0387	Ha’e oma’?kuri	TENSE:FUT_SIM	Ñande ñama'?ta
Guarani0388	Ha’e oma’?kuri	TYPE:NEG	Ñande nañama'?i
Guarani0389	Ha’e oma’?kuri	ASPECT:IPFV	Ha'e oma'?hína
Guarani0390	Ha’e oma’?kuri	PERSON:2_PL	Pe? pema'?kuri
Guarani0391	Ha’e oma’?kuri	PERSON:1_PL_EXC	Ore roma'?
Guarani0392	Pe? ndapeikemo'ãi	TYPE:AFF	Pe? peikéta
Guarani0393	Pe? ndapeikemo'ãi	TENSE:PAS_PLU	Pe? ndapeikeiva'ekue
Guarani0394	Pe? ndapeikemo'ãi	PERSON:3_SI	Ha'e ndoikemo'ãi
Guarani0395	Pe? ndapeikemo'ãi	PERSON:1_SI	Che ndaikemo'ãi
Guarani0396	Pe? ndapeikemo'ãi	PERSON:1_PL_INC	Ñande ndajaikemo'ãi
Guarani0397	Pe? ndapeikemo'ãi	TENSE:PRE_SIM	Che aike
Guarani0398	Aterere'aína	PERSON:2_SI	Retererereína
Guarani0399	Aterere'aína	PERSON:2_PL	Petererepeína
Guarani0400	Aterere'aína	TENSE:FUT_SIM	Atereréta'aína
Guarani0401	Aterere'aína	ASPECT:INM	Aterereta'aikóni
Guarani0402	Aterere'aína	TYPE:NEG	Ndatererei'aína
Guarani0403	Aterere'aína	PERSON:3_PL	Oterere'hína
Guarani0405	Ñande nañambotavýi	PERSON:1_PL_EXC	Ñande nañambotavýi
Guarani0406	Ñande nañambotavýi	PERSON:1_SI	Che nañembotavýi
Guarani0407	Ñande nañambotavýi	TENSE:FUT_SIM	Ñande nañañembotavymo'ãi
Guarani0408	Ñande nañambotavýi	ASPECT:IPFV	Ñande nañañembotavyi'ñaína
Guarani0409	Ñande nañambotavýi	TENSE:PAS_IMP	Ñande nañañembotavýimi
Guarani0410	Ñande nañambotavýi	PERSON:2_PL	Pe? ndapeñembotavýi
