ID	Source	Change	Target
ID305	Oñapyt? ikyha tatakua kótare	TENSE:FUT_SIM	Ha'e oñapyt?ta ikyha tatakua kótare
ID306	Oñapyt? ikyha tatakua kótare	PERSON:1_PL_EXC	Ore roñapyt? ikyha tatakua kótare
ID307	Oñapyt? ikyha tatakua kótare	TYPE:NEG	Ha’e noñapyt?ri ikyha tatakua kótare
ID308	Oñapyt? ikyha tatakua kótare	ASPECT:INM	Ha’e oñapyt?hikóni ikyha tatakua kótare
ID309	Oñapyt? ikyha tatakua kótare	ASPECT:IPFV	Ha’e oñapyt?hína ikyha tatakua kótare
ID310	Oñapyt? ikyha tatakua kótare	TENSE:PAS_IMP	Ha’e oñapyt?mi ikyha tatakua kótare
ID311	Ha'e omyasãi avati	TENSE:PAS_REC	Ha’e omyasãikuri avati
ID312	Ha'e omyasãi avati	TYPE:NEG	Ha’e nomyasãirikuri avati
ID313	Ha'e omyasãi avati	ASPECT:INM	Ha’e omyasãihikóni avati
ID314	Ha'e omyasãi avati	TENSE:FUT_SIM	Ha’e omyasãita avati
ID315	Ha'e omyasãi avati	TENSE:PRE_SIM	Ha’e omyasãi avati
ID316	Ha'e omyasãi avati	PERSON:2_PL	Pe? pemayasãi avati
ID317	Ha'e omyasãi avati	PERSON:1_PL_INC	Ñande ñamyasãi avati
ID318	Ha'e omyasãi avati	PERSON:1_SI	Che amyasãi avati
ID319	Ko ñemit? opu'ã porãvéta	PERSON:3_PL	Ko ñemit? opu’ã porãvéta chupekuéra
ID320	Ko ñemit? opu'ã porãvéta	TENSE:PAS_REC	Ko ñemit? opu’ãporãvétakuri 
ID321	Ko ñemit? opu'ã porãvéta	ASPECT:IPFV	Ko ñemit? opu’ãporãvetahína
ID322	Ko ñemit? opu'ã porãvéta	TENSE:PRE_SIM	Ko ñemit? opu’ã porãve
ID323	Ko ñemit? opu'ã porãvéta	TENSE:PAS_PLU	Ko ñemit? opu’ãporãveva'ekue
ID324	Ko ñemit? opu'ã porãvéta	TYPE:NEG	Ko ñemit? nopu’ãporãi
ID325	Ha'e ombyasýta	TYPE:NEG	Ha’e norombyasymo'ãi
ID326	Ha'e ombyasýta	ASPECT:IPFV	Ha’e orombyasyhína
ID327	Ha'e ombyasýta	PERSON:1_SI	Che ambyasýta
ID328	Ha'e ombyasýta	PERSON:2_SI	Ha’e ombyasy
ID329	Ha'e ombyasýta	TENSE:PAS_REC	Ha’e ombyasýkuri
ID330	Ha'e ombyasýta	TENSE:PRE_SIM	Che ambyasy 
ID331	Ha'e ombyasýta	PERSON:2_PL	Pe? pembyasy
ID332	Ipahaitépe Peru’i os? he’i	TYPE:NEG	Ipahaitépe Peru’i nos?i he’i
ID333	Ipahaitépe Peru’i os? he’i	ASPECT:IPFV	Ipahaitépe Peru’i os?hína he’i
ID334	Ipahaitépe Peru’i os? he’i	TENSE:FUT_SIM	Ipahaitépe Peru’i os?ta he’i
ID335	Ipahaitépe Peru’i os? he’i	TENSE:PAS_PLU	Ipahaitépe Peru’i os?va’ekue he’i
ID336	Ipahaitépe Peru’i os? he’i	TENSE:PAS_IMP	Ipahaitépe Peru’i os?kuri he’i
ID337	Araka’eve jeko ndojehúi chupe ha itajyramíme mba’eve ivaíva.	PERSON:1_SI	Araka’eve jeko ndojehúi chéve ha che rajyramíme mba’eve ivaíva
ID339	Araka’eve jeko ndojehúi chupe ha itajyramíme mba’eve ivaíva.	PERSON:2_PL	Araka’eve jeko ndojehúi pe?me ha pende rajyramíme mba’eve ivaíva
ID342	Ñande vakapipopo okañýkuri	TYPE:NEG	Ñande vakapipopo nokañýi
ID343	Ñande vakapipopo okañýkuri	TENSE:FUT_SIM	Ñande vakapipopo okañýta
ID344	Ñande vakapipopo okañýkuri	PERSON:3_SI	Ivakapipopo okañy
ID345	Ñande vakapipopo okañýkuri	TENSE:PAS_IMP	Ñande vakapipopo okañýkuri
ID346	Ñande vakapipopo okañýkuri	TENSE:PRE_SIM	Ñande vakapipopo okañy 
ID347	Ñande vakapipopo okañýkuri	ASPECT:IPFV	Ñande vakapipopo okañyhína
ID348	Ñande vakapipopo okañýkuri	TENSE:PAS_PLU	Ñande vakapipopo okañyva'ekue
ID349	Pirapire opa	PERSON:3_PL	Pirapire opa chugui
ID350	Pirapire opa	TYPE:AFF	Pirapire opa
ID351	Pirapire opa	TENSE:PRE_SIM	Pirapire opa
ID352	Pirapire opa	TENSE:FUT_SIM	Pirapire opáta
ID353	Pirapire opa	TENSE:PAS_PLU	Pirapire opava'ekue
ID354	Pirapire opa	ASPECT:INM	Ako pirapire opahikóni
ID355	Pirapire opa	ASPECT:IPFV	Ako pirapire opahína
ID356	Péichantema opyta hikuái	PERSON:2_PL	Péichantema pe? pepyta
ID357	Péichantema opyta hikuái	PERSON:1_SI	Péichantema apyta
ID358	Péichantema opyta hikuái	TENSE:FUT_SIM	Péichantema opytáta hikuái
ID359	Péichantema opyta hikuái	TYPE:NEG	Péichantema ndopytái hikuái
ID360	Péichantema opyta hikuái	TENSE:PAS_REC	Péichantema opytákuri hikuái
ID361	Kuña ikyre’?etéva voi opu’ã	PERSON:3_PL	Ha'ekuéra voi opu’ã 
ID362	Kuña ikyre’?etéva voi opu’ã	TENSE:FUT_SIM	Kuña ikyre’?etéva voi opu'ãta
ID363	Kuña ikyre’?etéva voi opu’ã	TENSE:PAS_REC	Kuña ikyre’?etéva voi opu’ãkuri 
ID364	Kuña ikyre’?etéva voi opu’ã	ASPECT:INM	Kuña ikyre’?etéva voi opu’ãhikóni 
ID365	Kuña ikyre’?etéva voi opu’ã	TYPE:NEG	Kuña ikyre’?etéva nopu’ãvoíri 
ID366	Okyvérõnteke okyvehína	TYPE:NEG	Okyvérõnteke ndokyveihína
ID367	Okyvérõnteke okyvehína	TENSE:FUT_SIM	Okyvérõnteke okyvéta
ID368	Okyvérõnteke okyvehína	PERSON:3_PL	Okyvérõnteke okyvehína chupekuéra
ID369	Okyvérõnteke okyvehína	TENSE:PAS_REC	Okyvérõnteke okyvékuri
ID370	Okyvérõnteke okyvehína	ASPECT:INM	Okyvérõnteke okyvehikóni
ID371	Okyvérõnteke okyvehína	TENSE:PAS_PLU	Okyvérõnteke okyveva’ekue
ID372	Che aikotev? pirapire	TYPE:NEG	Che naikotev?i pirapire
ID373	Che aikotev? pirapire	ASPECT:IPFV	Che aikotev?hína pirapire
ID374	Che aikotev? pirapire	PERSON:1_PL_INC	Ñande ñaikotev? pirapire
ID375	Che aikotev? pirapire	PERSON:2_SI	Nde reikotev? pirapire
ID376	Che aikotev? pirapire	PERSON:3_SI	Ha’e oikotev? pirapire
ID377	Che aikotev? pirapire	TENSE:FUT_SIM	Che aikotev?ta pirapire
ID378	Che aikotev? pirapire	TENSE:PAS_REC	Che aikotev?kuri pirapire
ID379	Upépe omba’apo hikuái ikokuépe	PERSON:2_PL	Upépe pemba’apo pende kokuépe
ID380	Upépe omba’apo hikuái ikokuépe	PERSON:1_PL_EXC	Upépe romba’apo ore kokuépe
ID381	Upépe omba’apo hikuái ikokuépe	TENSE:FUT_SIM	Upépe omba’apóta hikuái ikokuépe
ID382	Upépe omba’apo hikuái ikokuépe	TYPE:NEG	Upépe nomba’apói hikuái ikokuépe
ID383	Upépe omba’apo hikuái ikokuépe	ASPECT:INM	Upépe omba’apohikóni hikuái ikokuépe
ID384	Upépe omba’apo hikuái ikokuépe	TENSE:PAS_IMP	Upépe omba’apómi hikuái ikokuépe
ID385	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	TENSE:PAS_REC	Upéingo pyharepyte riremi añandúkuri ore koty rok? ombotáva
ID386	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	ASPECT:INM	Upéingo pyharepyte riremi añandúsapy’ahikóni ore koty rok? ombotáva
ID387	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	TENSE:PAS_IMP	Upéingo pyharepyte riremi añandumi ore koty rok? ombotáva
ID388	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	PERSON:2_SI	Upéingo pyharepyte riremi reñandúsapy’a ore koty rok? ombotáva
ID389	Upéingo pyharepyte riremi añandúsapy’a ore koty rok? ombotáva	PERSON:3_SI	Upéingo pyharepyte riremi oñandúsapy’a ore koty rok? ombotáva
ID390	Ha’e oguatáta	PERSON:2_SI	Nde reguata
ID391	Ha’e oguatáta	PERSON:1_SI	Che aguata
ID392	Ha’e oguatáta	TENSE:PRE_SIM	Ha’e oguata
ID393	Ha’e oguatáta	TYPE:NEG	Ha’e ndoguatái
ID394	Ha’e oguatáta	ASPECT:IPFV	Ha’e oguatahína
ID395	Ha’e oguatáta	ASPECT:INM	Ha’e oguataikóni
ID396	Ha’e oguatáta	PERSON:1_PL_INC	Ñande jaguata
ID397	Ha’e oguatáta	PERSON:1_PL_EXC	Ore roguata
ID398	Maymave apysápe oike ne marandu	PERSON:1_PL_INC	Ñande apysápe oike ne marandu
ID399	Maymave apysápe oike ne marandu	TENSE:FUT_SIM	Maymave apysápe oikéta ne marandu
ID400	Maymave apysápe oike ne marandu	TYPE:NEG	Maymave apysápe ndoikéi ne marandu
ID401	Maymave apysápe oike ne marandu	PERSON:1_PL_EXC	Ore apysápe oike ne marandu
ID402	Maymave apysápe oike ne marandu	ASPECT:IPFV	Maymave apysápe oikehína ne marandu
ID403	Maymave apysápe oike ne marandu	PERSON:2_PL	Pe? apysápe oike ne marandu
ID404	Maymave apysápe oike ne marandu	TENSE:PAS_PLU	Maymave apysápe oikeva’ekue ne marandu
ID405	Ore ndorojúi	PERSON:1_PL_INC	Ñande ndajajúi
ID406	Ore ndorojúi	TENSE:PAS_PLU	Ore ndorojuiva'ekue
ID407	Ore ndorojúi	TYPE:AFF	Ore roju 
ID408	Ore ndorojúi	ASPECT:IPFV	Ore ndorojuihína
ID409	Ore ndorojúi	TENSE:FUT_SIM	Ore ndorojumo'ãi
ID410	Ore ndorojúi	PERSON:2_PL	Pe? ndapejúi
ID411	Ore ndorojúi	PERSON:3_SI	Ha’e ndoumo'ãi
ID412	Ore ndorojúi	PERSON:1_SI	Che ndajúi
ID413	Che ambyasy	PERSON:2_PL	Pe? pembyasy
ID414	Che ambyasy	PERSON:1_PL_INC	Ñande ñambyasy
ID415	Che ambyasy	TENSE:PAS_PLU	Che ambyasy ¿va’ekue
ID416	Che ambyasy	ASPECT:INM	Che ambyasyhikóni
ID417	Che ambyasy	TYPE:NEG	Che nambyasýi
ID418	Che ambyasy	PERSON:3_PL	Ha’ekuéra ombyasy
ID419	Che ambyasy	TENSE:PAS_REC	Che ambyasýkuri
ID420	Upéi ñarambosáta ñande gusto-pe	PERSON:1_PL_EXC	Upéi rorambosáta ore gusto-pe
ID421	Upéi ñarambosáta ñande gusto-pe	TYPE:NEG	Upéi nañarambosamo'ãi ñande gusto-pe
ID422	Upéi ñarambosáta ñande gusto-pe	TENSE:PAS_PLU	Upéi ñarambosáva’ekue ñande gusto-pe
ID423	Upéi ñarambosáta ñande gusto-pe	PERSON:2_PL	Upéi perambosáta pende gusto-pe
ID424	Upéi ñarambosáta ñande gusto-pe	PERSON:3_PL	Upéi orambosáta ha'ekuéra igusto-pe
ID425	Upéi ñarambosáta ñande gusto-pe	TENSE:PRE_SIM	Upéi ñarambosa ñande gusto-pe
ID426	Ã kuña  katupyry oñembisojovái	PERSON:3_SI	Ha'ekuéra oñembisojovái
ID427	Ã kuña  katupyry oñembisojovái	TENSE:PAS_REC	Ã kuña katupyry oñembisojováikuri
ID428	Ã kuña  katupyry oñembisojovái	TYPE:NEG	Ã kuña katupyry noñembisojováiri
ID429	Ã kuña  katupyry oñembisojovái	ASPECT:INM	Ã kuña katupyry oñembisojovaihikóni
ID430	Ã kuña  katupyry oñembisojovái	TENSE:PRE_SIM	Ã kuña katupyry oñembisojováiva’ekue
ID431	Ore romono'õta mandyju	TYPE:NEG	Ore noromono’õmo'ãi mandyju
ID432	Ore romono'õta mandyju	PERSON:1_PL_INC	Ñande ñamono’õta mandyju
ID433	Ore romono'õta mandyju	PERSON:1_SI	Che amono’õta mandyju
ID434	Ore romono'õta mandyju	TENSE:PAS_PLU	Ore romono’õva'ekue mandyju
ID435	Ore romono'õta mandyju	ASPECT:IPFV	Ore romono’õtaroína mandyju
ID436	Ore romono'õta mandyju	PERSON:2_SI	Nde remono’õ mandyju
ID437	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TENSE:PAS_IMP	Pete? tapepo’i puku opahápe ojogapómi karai Policarpo
ID438	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TENSE:PRE_SIM	Pete? tapepo’i puku opahápe ojogapo karai Policarpo
ID439	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TYPE:NEG	Pete? tapepo’i puku opahápe ndojogapói karai Policarpo
ID440	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	ASPECT:INM	Pete? tapepo’i puku opahápe ojogapohikóni karai Policarpo
ID441	Pete? tapepo’i puku opahápe ojogapókuri karai Policarpo	TENSE:FUT_SIM	Pete? tapepo’i puku opahápe ojogapóta karai Policarpo
ID442	Ñande ndajajapói	PERSON:1_PL_EXC	Ore ndorojapói
ID443	Ñande ndajajapói	PERSON:1_SI	Che ndajapói
ID444	Ñande ndajajapói	PERSON:2_PL	Pe? ndapejapói
ID445	Ñande ndajajapói	TYPE:AFF	Ñande jajapo
ID446	Ñande ndajajapói	TENSE:FUT_SIM	Ñande ndajajapomo'ãi
ID447	Ñande ndajajapói	ASPECT:IPFV	Ñande ndajajapoihína
ID448	Ñande ndajajapói	TENSE:PAS_REC	Ñande ndajajapóikuri
ID449	Nde nderejoguái	ASPECT:IPFV	Nde nderejoguaihína
ID450	Nde nderejoguái	TYPE:AFF	Nde rejogua
ID451	Nde nderejoguái	TENSE:FUT_SIM	Nde nderejoguamo'ãi
ID452	Nde nderejoguái	TENSE:PAS_REC	Nde nderejoguáikuri
ID453	Nde nderejoguái	PERSON:2_PL	Pe? ndapejoguái
ID454	Nde nderejoguái	PERSON:1_PL_INC	Ñande ndajajoguái
ID455	Nde nderejoguái	PERSON:1_SI	Che ndajoguái
ID456	Ore ndorohecháimi	PERSON:1_PL_INC	Ñande ndajahechái
ID457	Ore ndorohecháimi	TYPE:AFF	Ore rohechámi
ID458	Ore ndorohecháimi	ASPECT:INM	Ore ndorohechaihikóni
ID459	Ore ndorohecháimi	TENSE:FUT_SIM	Ore ndorohechamo'ãi
ID460	Ore ndorohecháimi	TENSE:PRE_SIM	Ore ndorohechái
ID461	Nde ndereñemúi	ASPECT:IPFV	Nde nereñemumihína
ID462	Nde ndereñemúi	TYPE:AFF	Nde reñemu
ID463	Nde ndereñemúi	TENSE:FUT_SIM	Nde nereñemumo'ãi
ID464	Nde ndereñemúi	TENSE:PAS_REC	Nde nereñemúikuri
ID465	Nde ndereñemúi	PERSON:2_PL	Pe? napeñemúikuri
ID466	Nde ndereñemúi	PERSON:1_PL_INC	Ñande nañañemúikuri
ID467	Nde ndereñemúi	PERSON:1_SI	Che nañemúi
ID468	Ha'e oipe'áta	TYPE:NEG	Ha’e ndoipe’amo’ãi
ID469	Ha'e oipe'áta	ASPECT:IPFV	Ha’e oipe’ahína
ID470	Ha'e oipe'áta	TENSE:PRE_SIM	Ha’e oipe’a
ID471	Ha'e oipe'áta	TENSE:PAS_PLU	Ha’e oipe’ava’ekue
ID472	Ha'e oipe'áta	PERSON:2_SI	Nde reipe’a
ID473	Ha'e oipe'áta	PERSON:1_SI	Che aipe’a
ID474	Ha'e oipe'áta	PERSON:1_PL_EXC	Ñande jaipe’a
ID475	Ha'e oipe'áta	PERSON:1_PL_INC	Ore roipe’a
ID476	Vy’a guasuete ojaitypo maymáva ñe’ãme	PERSON:3_PL	Vy’a guasuete ojaitypo maymáva ñe’ãme
ID477	Vy’a guasuete ojaitypo maymáva ñe’ãme	TYPE:NEG	Vy’a guasuete ndojaitypói maymáva ñe’ãme 
ID478	Vy’a guasuete ojaitypo maymáva ñe’ãme	TENSE:FUT_SIM	Vy’a guasuete ojaitypóta maymáva ñe’ãme
ID479	Vy’a guasuete ojaitypo maymáva ñe’ãme	TENSE:PAS_PLU	Vy’a guasuete ojaitypova’ekue maymáva ñe’ãme
ID480	Vy’a guasuete ojaitypo maymáva ñe’ãme	TENSE:PAS_IMP	Vy’a guasuete ojaitypómi maymáva ñe’ãme
ID481	Yvyrapã ojapo guajayvígui	PERSON:2_SI	Yvyrapã ojapo guajayvígui
ID482	Yvyrapã ojapo guajayvígui	PERSON:1_PL_INC	Yvyrapã ojapo guajayvígui
ID483	Yvyrapã ojapo guajayvígui	ASPECT:IPFV	Yvyrapã ojapo guajayvígui
ID484	Yvyrapã ojapo guajayvígui	TYPE:NEG	Yvyrapã ojapo guajayvígui
ID485	Yvyrapã ojapo guajayvígui	TENSE:PAS_PLU	Yvyrapã ojapo guajayvígui
ID486	Nde nerekirir?rikuri henondépe	PERSON:2_PL	Pe? napekirir?rikuri henondépe
ID487	Nde nerekirir?rikuri henondépe	TYPE:AFF	Nde rekirir? henondépe
ID488	Nde nerekirir?rikuri henondépe	ASPECT:IPFV	Nde nerekirir?rihína henondépe
ID489	Nde nerekirir?rikuri henondépe	PERSON:3_PL	Ha’ekuéra nokirir?rikuri henondépe
ID490	Nde nerekirir?rikuri henondépe	PERSON:1_SI	Che nakirir?rikuri henondépe
ID491	Nde nerekirir?rikuri henondépe	TENSE:FUT_SIM	Ore nokirir?mo'ãi henondépe
ID492	Nde nerekirir?rikuri henondépe	PERSON:1_PL_EXC	Ñande ñakirir?ñaína henondépe
ID493	Kuarahy ojope	TENSE:PAS_IMP	Kuarahy ojopémi
ID494	Kuarahy ojope	TENSE:FUT_SIM	Kuarahy ojopéta
ID495	Kuarahy ojope	TYPE:NEG	Kuarahy ndojopéi
ID496	Kuarahy ojope	ASPECT:IPFV	Kuarahy ojopehína
ID497	Kuarahy ojope	TENSE:PAS_PLU	Kuarahy ojopeva'ekue
ID498	Pene rymbakuéra okarujoa	TYPE:NEG	Pene rymbakuéra ndokarujoái
ID499	Pene rymbakuéra okarujoa	ASPECT:IPFV	Pene rymbakuéra okaruhína
ID500	Pene rymbakuéra okarujoa	PERSON:3_SI	Hymbakuéra okarujoa
ID501	Pene rymbakuéra okarujoa	TENSE:PAS_REC	Pene rymbakuéra okarujoákuri
ID502	Pene rymbakuéra okarujoa	TENSE:PRE_SIM	Pene rymbakuéra okarujoa
ID503	Pene rymbakuéra okarujoa	TENSE:PAS_PLU	Pene rymbakuéra okarujoava'ekue
ID504	Ha'e nombyasymo'ãi	PERSON:1_SI	Che nambyasymo'ãi
ID505	Ha'e nombyasymo'ãi	PERSON:1_PL_INC	Ñande nañambyasymo'ãi
ID506	Ha'e nombyasymo'ãi	PERSON:1_PL_EXC	Ore norombyasymo'ãi
ID507	Ha'e nombyasymo'ãi	TENSE:PAS_REC	Che nambyasymo'ãikuri
ID508	Ha'e nombyasymo'ãi	TENSE:PAS_PLU	Che nambyasymo'ãiva'ekue
ID509	Ha'e nombyasymo'ãi	TYPE:AFF	Ha'e ombyasýta
ID510	Ha'e nombyasymo'ãi	TENSE:PRE_SIM	Ha'e ombyasy
ID511	Ñande ñañemit?kuri	TENSE:PRE_SIM	Ñande ñañemit?
ID512	Ñande ñañemit?kuri	TYPE:NEG	Ñande nañañemit?ri
ID513	Ñande ñañemit?kuri	ASPECT:IPFV	Ñande ñañemit?ñaína
ID514	Ñande ñañemit?kuri	ASPECT:INM	Ñande ñañemit? jaikóni
ID515	Ñande ñañemit?kuri	PERSON:1_PL_EXC	Ore roñemit?
ID516	Ñande ñañemit?kuri	PERSON:1_SI	Che añemit?
ID517	Ha’e oma’?kuri	PERSON:1_SI	Che ama'?kuri
ID518	Ha’e oma’?kuri	PERSON:2_SI	Nde rema'?kuri
ID519	Ha’e oma’?kuri	TENSE:FUT_SIM	Ñande ñama'?ta
ID520	Ha’e oma’?kuri	TYPE:NEG	Ñande nañama'?i
ID521	Ha’e oma’?kuri	ASPECT:IPFV	Ha'e oma'?hína
ID522	Ha’e oma’?kuri	PERSON:2_PL	Pe? pema'?kuri
ID523	Ha’e oma’?kuri	PERSON:1_PL_EXC	Ore roma'?
ID524	Pe? ndapeikemo'ãi	TYPE:AFF	Pe? peikéta
ID525	Pe? ndapeikemo'ãi	TENSE:PAS_PLU	Pe? ndapeikeiva'ekue
ID526	Pe? ndapeikemo'ãi	PERSON:3_SI	Ha'e ndoikemo'ãi
ID527	Pe? ndapeikemo'ãi	PERSON:1_SI	Che ndaikemo'ãi
ID528	Pe? ndapeikemo'ãi	PERSON:1_PL_INC	Ñande ndajaikemo'ãi
ID529	Pe? ndapeikemo'ãi	TENSE:PRE_SIM	Che aike
ID530	Aterere'aína	PERSON:2_SI	Retererereína
ID531	Aterere'aína	PERSON:2_PL	Petererepeína
ID532	Aterere'aína	TENSE:FUT_SIM	Atereréta'aína
ID533	Aterere'aína	ASPECT:INM	Aterereta'aikóni
ID534	Aterere'aína	TYPE:NEG	Ndatererei'aína
ID535	Aterere'aína	PERSON:3_PL	Oterere'hína
ID537	Ñande nañambotavýi	PERSON:1_PL_EXC	Ñande nañambotavýi
ID538	Ñande nañambotavýi	PERSON:1_SI	Che nañembotavýi
ID539	Ñande nañambotavýi	TENSE:FUT_SIM	Ñande nañañembotavymo'ãi
ID540	Ñande nañambotavýi	ASPECT:IPFV	Ñande nañañembotavyi'ñaína
ID541	Ñande nañambotavýi	TENSE:PAS_IMP	Ñande nañañembotavýimi
ID542	Ñande nañambotavýi	PERSON:2_PL	Pe? ndapeñembotavýi
